state,district,stage,sex,date,teachers
Sabah,Kota Kinabalu,primary,male,2020-01-01,641
Sabah,Kota Kinabalu,primary,male,2021-01-01,636
Sabah,Kota Kinabalu,primary,male,2022-01-01,662
Sabah,Kota Kinabalu,secondary,both,2017-01-01,1878
Sabah,Kota Kinabalu,secondary,both,2018-01-01,1978
Sabah,Kota Kinabalu,secondary,both,2019-01-01,1951
Sabah,Kota Kinabalu,secondary,both,2020-01-01,1974
Sabah,Kota Kinabalu,secondary,both,2021-01-01,1920
Sabah,Kota Kinabalu,secondary,both,2022-01-01,1980
Sabah,Kota Kinabalu,secondary,female,2017-01-01,1283
Sabah,Kota Kinabalu,secondary,female,2018-01-01,1352
Sabah,Kota Kinabalu,secondary,female,2019-01-01,1322
Sabah,Kota Kinabalu,secondary,female,2020-01-01,1336
Sabah,Kota Kinabalu,secondary,female,2021-01-01,1305
Sabah,Kota Kinabalu,secondary,female,2022-01-01,1353
Sabah,Kota Kinabalu,secondary,male,2017-01-01,595
Sabah,Kota Kinabalu,secondary,male,2018-01-01,626
Sabah,Kota Kinabalu,secondary,male,2019-01-01,629
Sabah,Kota Kinabalu,secondary,male,2020-01-01,638
Sabah,Kota Kinabalu,secondary,male,2021-01-01,615
Sabah,Kota Kinabalu,secondary,male,2022-01-01,627
Sabah,Kota Marudu,primary,both,2017-01-01,836
Sabah,Kota Marudu,primary,both,2018-01-01,864
Sabah,Kota Marudu,primary,both,2019-01-01,856
Sabah,Kota Marudu,primary,both,2020-01-01,887
Sabah,Kota Marudu,primary,both,2021-01-01,877
Sabah,Kota Marudu,primary,both,2022-01-01,884
Sabah,Kota Marudu,primary,female,2017-01-01,455
Sabah,Kota Marudu,primary,female,2018-01-01,492
Sabah,Kota Marudu,primary,female,2019-01-01,487
Sabah,Kota Marudu,primary,female,2020-01-01,514
Sabah,Kota Marudu,primary,female,2021-01-01,510
Sabah,Kota Marudu,primary,female,2022-01-01,518
Sabah,Kota Marudu,primary,male,2017-01-01,381
Sabah,Kota Marudu,primary,male,2018-01-01,372
Sabah,Kota Marudu,primary,male,2019-01-01,369
Sabah,Kota Marudu,primary,male,2020-01-01,373
Sabah,Kota Marudu,primary,male,2021-01-01,367
Sabah,Kota Marudu,primary,male,2022-01-01,366
Sabah,Kota Marudu,secondary,both,2017-01-01,500
Sabah,Kota Marudu,secondary,both,2018-01-01,520
Sabah,Kota Marudu,secondary,both,2019-01-01,540
Sabah,Kota Marudu,secondary,both,2020-01-01,542
Sabah,Kota Marudu,secondary,both,2021-01-01,534
Sabah,Kota Marudu,secondary,both,2022-01-01,583
Sabah,Kota Marudu,secondary,female,2017-01-01,278
Sabah,Kota Marudu,secondary,female,2018-01-01,294
Sabah,Kota Marudu,secondary,female,2019-01-01,306
Sabah,Kota Marudu,secondary,female,2020-01-01,309
Sabah,Kota Marudu,secondary,female,2021-01-01,309
Sabah,Kota Marudu,secondary,female,2022-01-01,352
Sabah,Kota Marudu,secondary,male,2017-01-01,222
Sabah,Kota Marudu,secondary,male,2018-01-01,226
Sabah,Kota Marudu,secondary,male,2019-01-01,234
Sabah,Kota Marudu,secondary,male,2020-01-01,233
Sabah,Kota Marudu,secondary,male,2021-01-01,225
Sabah,Kota Marudu,secondary,male,2022-01-01,231
Sabah,Kuala Penyu,primary,both,2017-01-01,402
Sabah,Kuala Penyu,primary,both,2018-01-01,432
Sabah,Kuala Penyu,primary,both,2019-01-01,412
Sabah,Kuala Penyu,primary,both,2020-01-01,418
Sabah,Kuala Penyu,primary,both,2021-01-01,409
Sabah,Kuala Penyu,primary,both,2022-01-01,423
Sabah,Kuala Penyu,primary,female,2017-01-01,235
Sabah,Kuala Penyu,primary,female,2018-01-01,258
Sabah,Kuala Penyu,primary,female,2019-01-01,249
Sabah,Kuala Penyu,primary,female,2020-01-01,256
Sabah,Kuala Penyu,primary,female,2021-01-01,247
Sabah,Kuala Penyu,primary,female,2022-01-01,256
Sabah,Kuala Penyu,primary,male,2017-01-01,167
Sabah,Kuala Penyu,primary,male,2018-01-01,174
Sabah,Kuala Penyu,primary,male,2019-01-01,163
Sabah,Kuala Penyu,primary,male,2020-01-01,162
Sabah,Kuala Penyu,primary,male,2021-01-01,162
Sabah,Kuala Penyu,primary,male,2022-01-01,167
Sabah,Kuala Penyu,secondary,both,2017-01-01,194
Sabah,Kuala Penyu,secondary,both,2018-01-01,190
Sabah,Kuala Penyu,secondary,both,2019-01-01,184
Sabah,Kuala Penyu,secondary,both,2020-01-01,186
Sabah,Kuala Penyu,secondary,both,2021-01-01,180
Sabah,Kuala Penyu,secondary,both,2022-01-01,187
Sabah,Kuala Penyu,secondary,female,2017-01-01,98
Sabah,Kuala Penyu,secondary,female,2018-01-01,99
Sabah,Kuala Penyu,secondary,female,2019-01-01,101
Sabah,Kuala Penyu,secondary,female,2020-01-01,105
Sabah,Kuala Penyu,secondary,female,2021-01-01,99
Sabah,Kuala Penyu,secondary,female,2022-01-01,112
Sabah,Kuala Penyu,secondary,male,2017-01-01,96
Sabah,Kuala Penyu,secondary,male,2018-01-01,91
Sabah,Kuala Penyu,secondary,male,2019-01-01,83
Sabah,Kuala Penyu,secondary,male,2020-01-01,81
Sabah,Kuala Penyu,secondary,male,2021-01-01,81
Sabah,Kuala Penyu,secondary,male,2022-01-01,75
Sabah,Kudat,primary,both,2017-01-01,1063
Sabah,Kudat,primary,both,2018-01-01,1104
Sabah,Kudat,primary,both,2019-01-01,1092
Sabah,Kudat,primary,both,2020-01-01,1124
Sabah,Kudat,primary,both,2021-01-01,1125
Sabah,Kudat,primary,both,2022-01-01,1123
Sabah,Kudat,primary,female,2017-01-01,558
Sabah,Kudat,primary,female,2018-01-01,588
Sabah,Kudat,primary,female,2019-01-01,588
Sabah,Kudat,primary,female,2020-01-01,631
Sabah,Kudat,primary,female,2021-01-01,643
Sabah,Kudat,primary,female,2022-01-01,657
Sabah,Kudat,primary,male,2017-01-01,505
Sabah,Kudat,primary,male,2018-01-01,516
Sabah,Kudat,primary,male,2019-01-01,504
Sabah,Kudat,primary,male,2020-01-01,493
Sabah,Kudat,primary,male,2021-01-01,482
Sabah,Kudat,primary,male,2022-01-01,466
Sabah,Kudat,secondary,both,2017-01-01,685
Sabah,Kudat,secondary,both,2018-01-01,782
Sabah,Kudat,secondary,both,2019-01-01,779
Sabah,Kudat,secondary,both,2020-01-01,787
Sabah,Kudat,secondary,both,2021-01-01,771
Sabah,Kudat,secondary,both,2022-01-01,792
Sabah,Kudat,secondary,female,2017-01-01,347
Sabah,Kudat,secondary,female,2018-01-01,409
Sabah,Kudat,secondary,female,2019-01-01,412
Sabah,Kudat,secondary,female,2020-01-01,426
Sabah,Kudat,secondary,female,2021-01-01,419
Sabah,Kudat,secondary,female,2022-01-01,445
Sabah,Kudat,secondary,male,2017-01-01,338
Sabah,Kudat,secondary,male,2018-01-01,373
Sabah,Kudat,secondary,male,2019-01-01,367
Sabah,Kudat,secondary,male,2020-01-01,361
Sabah,Kudat,secondary,male,2021-01-01,352
Sabah,Kudat,secondary,male,2022-01-01,347
Sabah,Kunak,primary,both,2017-01-01,411
Sabah,Kunak,primary,both,2018-01-01,451
Sabah,Kunak,primary,both,2019-01-01,447
Sabah,Kunak,primary,both,2020-01-01,465
Sabah,Kunak,primary,both,2021-01-01,469
Sabah,Kunak,primary,both,2022-01-01,466
Sabah,Kunak,primary,female,2017-01-01,231
Sabah,Kunak,primary,female,2018-01-01,268
Sabah,Kunak,primary,female,2019-01-01,263
Sabah,Kunak,primary,female,2020-01-01,282
Sabah,Kunak,primary,female,2021-01-01,288
Sabah,Kunak,primary,female,2022-01-01,289
Sabah,Kunak,primary,male,2017-01-01,180
Sabah,Kunak,primary,male,2018-01-01,183
Sabah,Kunak,primary,male,2019-01-01,184
Sabah,Kunak,primary,male,2020-01-01,183
Sabah,Kunak,primary,male,2021-01-01,181
Sabah,Kunak,primary,male,2022-01-01,177
Sabah,Kunak,secondary,both,2017-01-01,258
Sabah,Kunak,secondary,both,2018-01-01,267
Sabah,Kunak,secondary,both,2019-01-01,270
Sabah,Kunak,secondary,both,2020-01-01,257
Sabah,Kunak,secondary,both,2021-01-01,252
Sabah,Kunak,secondary,both,2022-01-01,265
Sabah,Kunak,secondary,female,2017-01-01,175
Sabah,Kunak,secondary,female,2018-01-01,184
Sabah,Kunak,secondary,female,2019-01-01,186
Sabah,Kunak,secondary,female,2020-01-01,179
Sabah,Kunak,secondary,female,2021-01-01,174
Sabah,Kunak,secondary,female,2022-01-01,182
Sabah,Kunak,secondary,male,2017-01-01,83
Sabah,Kunak,secondary,male,2018-01-01,83
Sabah,Kunak,secondary,male,2019-01-01,84
Sabah,Kunak,secondary,male,2020-01-01,78
Sabah,Kunak,secondary,male,2021-01-01,78
Sabah,Kunak,secondary,male,2022-01-01,83
Sabah,Lahad Datu,primary,both,2017-01-01,1203
Sabah,Lahad Datu,primary,both,2018-01-01,1290
Sabah,Lahad Datu,primary,both,2019-01-01,1256
Sabah,Lahad Datu,primary,both,2020-01-01,1355
Sabah,Lahad Datu,primary,both,2021-01-01,1362
Sabah,Lahad Datu,primary,both,2022-01-01,1316
Sabah,Lahad Datu,primary,female,2017-01-01,757
Sabah,Lahad Datu,primary,female,2018-01-01,803
Sabah,Lahad Datu,primary,female,2019-01-01,777
Sabah,Lahad Datu,primary,female,2020-01-01,850
Sabah,Lahad Datu,primary,female,2021-01-01,856
Sabah,Lahad Datu,primary,female,2022-01-01,828
Sabah,Lahad Datu,primary,male,2017-01-01,446
Sabah,Lahad Datu,primary,male,2018-01-01,487
Sabah,Lahad Datu,primary,male,2019-01-01,479
Sabah,Lahad Datu,primary,male,2020-01-01,505
Sabah,Lahad Datu,primary,male,2021-01-01,506
Sabah,Lahad Datu,primary,male,2022-01-01,488
Sabah,Lahad Datu,secondary,both,2017-01-01,872
Sabah,Lahad Datu,secondary,both,2018-01-01,967
Sabah,Lahad Datu,secondary,both,2019-01-01,987
Sabah,Lahad Datu,secondary,both,2020-01-01,987
Sabah,Lahad Datu,secondary,both,2021-01-01,950
Sabah,Lahad Datu,secondary,both,2022-01-01,1002
Sabah,Lahad Datu,secondary,female,2017-01-01,531
Sabah,Lahad Datu,secondary,female,2018-01-01,593
Sabah,Lahad Datu,secondary,female,2019-01-01,625
Sabah,Lahad Datu,secondary,female,2020-01-01,639
Sabah,Lahad Datu,secondary,female,2021-01-01,618
Sabah,Lahad Datu,secondary,female,2022-01-01,686
Sabah,Lahad Datu,secondary,male,2017-01-01,341
Sabah,Lahad Datu,secondary,male,2018-01-01,374
Sabah,Lahad Datu,secondary,male,2019-01-01,362
Sabah,Lahad Datu,secondary,male,2020-01-01,348
Sabah,Lahad Datu,secondary,male,2021-01-01,332
Sabah,Lahad Datu,secondary,male,2022-01-01,316
Sabah,Nabawan,primary,both,2017-01-01,393
Sabah,Nabawan,primary,both,2018-01-01,480
Sabah,Nabawan,primary,both,2019-01-01,458
Sabah,Nabawan,primary,both,2020-01-01,475
Sabah,Nabawan,primary,both,2021-01-01,461
Sabah,Nabawan,primary,both,2022-01-01,481
Sabah,Nabawan,primary,female,2017-01-01,134
Sabah,Nabawan,primary,female,2018-01-01,202
Sabah,Nabawan,primary,female,2019-01-01,192
Sabah,Nabawan,primary,female,2020-01-01,206
Sabah,Nabawan,primary,female,2021-01-01,205
Sabah,Nabawan,primary,female,2022-01-01,225
Sabah,Nabawan,primary,male,2017-01-01,259
Sabah,Nabawan,primary,male,2018-01-01,278
Sabah,Nabawan,primary,male,2019-01-01,266
Sabah,Nabawan,primary,male,2020-01-01,269
Sabah,Nabawan,primary,male,2021-01-01,256
Sabah,Nabawan,primary,male,2022-01-01,256
Sabah,Nabawan,secondary,both,2017-01-01,185
Sabah,Nabawan,secondary,both,2018-01-01,178
Sabah,Nabawan,secondary,both,2019-01-01,190
Sabah,Nabawan,secondary,both,2020-01-01,183
Sabah,Nabawan,secondary,both,2021-01-01,176
Sabah,Nabawan,secondary,both,2022-01-01,188
Sabah,Nabawan,secondary,female,2017-01-01,87
Sabah,Nabawan,secondary,female,2018-01-01,90
Sabah,Nabawan,secondary,female,2019-01-01,98
Sabah,Nabawan,secondary,female,2020-01-01,93
Sabah,Nabawan,secondary,female,2021-01-01,89
Sabah,Nabawan,secondary,female,2022-01-01,91
Sabah,Nabawan,secondary,male,2017-01-01,98
Sabah,Nabawan,secondary,male,2018-01-01,88
Sabah,Nabawan,secondary,male,2019-01-01,92
Sabah,Nabawan,secondary,male,2020-01-01,90
Sabah,Nabawan,secondary,male,2021-01-01,87
Sabah,Nabawan,secondary,male,2022-01-01,97
Sabah,Papar,primary,both,2017-01-01,1248
Sabah,Papar,primary,both,2018-01-01,1237
Sabah,Papar,primary,both,2019-01-01,1240
Sabah,Papar,primary,both,2020-01-01,1237
Sabah,Papar,primary,both,2021-01-01,1253
Sabah,Papar,primary,both,2022-01-01,1249
Sabah,Papar,primary,female,2017-01-01,855
Sabah,Papar,primary,female,2018-01-01,860
Sabah,Papar,primary,female,2019-01-01,869
Sabah,Papar,primary,female,2020-01-01,871
Sabah,Papar,primary,female,2021-01-01,884
Sabah,Papar,primary,female,2022-01-01,884
Sabah,Papar,primary,male,2017-01-01,393
Sabah,Papar,primary,male,2018-01-01,377
Sabah,Papar,primary,male,2019-01-01,371
Sabah,Papar,primary,male,2020-01-01,366
Sabah,Papar,primary,male,2021-01-01,369
Sabah,Papar,primary,male,2022-01-01,365
Sabah,Papar,secondary,both,2017-01-01,805
Sabah,Papar,secondary,both,2018-01-01,815
Sabah,Papar,secondary,both,2019-01-01,822
Sabah,Papar,secondary,both,2020-01-01,831
Sabah,Papar,secondary,both,2021-01-01,842
Sabah,Papar,secondary,both,2022-01-01,848
Sabah,Papar,secondary,female,2017-01-01,539
Sabah,Papar,secondary,female,2018-01-01,550
Sabah,Papar,secondary,female,2019-01-01,556
Sabah,Papar,secondary,female,2020-01-01,570
Sabah,Papar,secondary,female,2021-01-01,583
Sabah,Papar,secondary,female,2022-01-01,596
Sabah,Papar,secondary,male,2017-01-01,266
Sabah,Papar,secondary,male,2018-01-01,265
Sabah,Papar,secondary,male,2019-01-01,266
Sabah,Papar,secondary,male,2020-01-01,261
Sabah,Papar,secondary,male,2021-01-01,259
Sabah,Papar,secondary,male,2022-01-01,252
Sabah,Penampang,primary,both,2017-01-01,995
Sabah,Penampang,primary,both,2018-01-01,965
Sabah,Penampang,primary,both,2019-01-01,978
Sabah,Penampang,primary,both,2020-01-01,1010
Sabah,Penampang,primary,both,2021-01-01,1012
Sabah,Penampang,primary,both,2022-01-01,1001
Sabah,Penampang,primary,female,2017-01-01,745
Sabah,Penampang,primary,female,2018-01-01,731
Sabah,Penampang,primary,female,2019-01-01,735
Sabah,Penampang,primary,female,2020-01-01,763
Sabah,Penampang,primary,female,2021-01-01,766
Sabah,Penampang,primary,female,2022-01-01,763
Sabah,Penampang,primary,male,2017-01-01,250
Sabah,Penampang,primary,male,2018-01-01,234
Sabah,Penampang,primary,male,2019-01-01,243
Sabah,Penampang,primary,male,2020-01-01,247
Sabah,Penampang,primary,male,2021-01-01,246
Sabah,Penampang,primary,male,2022-01-01,238
Sabah,Penampang,secondary,both,2017-01-01,648
Sabah,Penampang,secondary,both,2018-01-01,661
Sabah,Penampang,secondary,both,2019-01-01,645
Sabah,Penampang,secondary,both,2020-01-01,670
Sabah,Penampang,secondary,both,2021-01-01,661
Sabah,Penampang,secondary,both,2022-01-01,701
Sabah,Penampang,secondary,female,2017-01-01,499
Sabah,Penampang,secondary,female,2018-01-01,506
Sabah,Penampang,secondary,female,2019-01-01,491
Sabah,Penampang,secondary,female,2020-01-01,518
Sabah,Penampang,secondary,female,2021-01-01,511
Sabah,Penampang,secondary,female,2022-01-01,540
Sabah,Penampang,secondary,male,2017-01-01,149
Sabah,Penampang,secondary,male,2018-01-01,155
Sabah,Penampang,secondary,male,2019-01-01,154
Sabah,Penampang,secondary,male,2020-01-01,152
Sabah,Penampang,secondary,male,2021-01-01,150
Sabah,Penampang,secondary,male,2022-01-01,161
Sabah,Pitas,primary,both,2017-01-01,551
Sabah,Pitas,primary,both,2018-01-01,621
Sabah,Pitas,primary,both,2019-01-01,610
Sabah,Pitas,primary,both,2020-01-01,630
Sabah,Pitas,primary,both,2021-01-01,622
Sabah,Pitas,primary,both,2022-01-01,622
Sabah,Pitas,primary,female,2017-01-01,220
Sabah,Pitas,primary,female,2018-01-01,275
Sabah,Pitas,primary,female,2019-01-01,269
Sabah,Pitas,primary,female,2020-01-01,280
Sabah,Pitas,primary,female,2021-01-01,283
Sabah,Pitas,primary,female,2022-01-01,295
Sabah,Pitas,primary,male,2017-01-01,331
Sabah,Pitas,primary,male,2018-01-01,346
Sabah,Pitas,primary,male,2019-01-01,341
Sabah,Pitas,primary,male,2020-01-01,350
Sabah,Pitas,primary,male,2021-01-01,339
Sabah,Pitas,primary,male,2022-01-01,327
Sabah,Pitas,secondary,both,2017-01-01,312
Sabah,Pitas,secondary,both,2018-01-01,334
Sabah,Pitas,secondary,both,2019-01-01,335
Sabah,Pitas,secondary,both,2020-01-01,331
Sabah,Pitas,secondary,both,2021-01-01,315
Sabah,Pitas,secondary,both,2022-01-01,360
Sabah,Pitas,secondary,female,2017-01-01,145
Sabah,Pitas,secondary,female,2018-01-01,160
Sabah,Pitas,secondary,female,2019-01-01,165
Sabah,Pitas,secondary,female,2020-01-01,166
Sabah,Pitas,secondary,female,2021-01-01,158
Sabah,Pitas,secondary,female,2022-01-01,195
Sabah,Pitas,secondary,male,2017-01-01,167
Sabah,Pitas,secondary,male,2018-01-01,174
Sabah,Pitas,secondary,male,2019-01-01,170
Sabah,Pitas,secondary,male,2020-01-01,165
Sabah,Pitas,secondary,male,2021-01-01,157
Sabah,Pitas,secondary,male,2022-01-01,165
Sabah,Putatan,primary,both,2018-01-01,65
Sabah,Putatan,primary,both,2019-01-01,64
Sabah,Putatan,primary,both,2020-01-01,64
Sabah,Putatan,primary,both,2021-01-01,60
Sabah,Putatan,primary,both,2022-01-01,62
Sabah,Putatan,primary,female,2018-01-01,44
Sabah,Putatan,primary,female,2019-01-01,43
Sabah,Putatan,primary,female,2020-01-01,43
Sabah,Putatan,primary,female,2021-01-01,40
Sabah,Putatan,primary,female,2022-01-01,39
Sabah,Putatan,primary,male,2018-01-01,21
Sabah,Putatan,primary,male,2019-01-01,21
Sabah,Putatan,primary,male,2020-01-01,21
Sabah,Putatan,primary,male,2021-01-01,20
Sabah,Putatan,primary,male,2022-01-01,23
Sabah,Ranau,primary,both,2017-01-01,1224
Sabah,Ranau,primary,both,2018-01-01,1256
Sabah,Ranau,primary,both,2019-01-01,1265
Sabah,Ranau,primary,both,2020-01-01,1276
Sabah,Ranau,primary,both,2021-01-01,1271
Sabah,Ranau,primary,both,2022-01-01,1260
Sabah,Ranau,primary,female,2017-01-01,677
Sabah,Ranau,primary,female,2018-01-01,701
Sabah,Ranau,primary,female,2019-01-01,708
Sabah,Ranau,primary,female,2020-01-01,715
Sabah,Ranau,primary,female,2021-01-01,723
Sabah,Ranau,primary,female,2022-01-01,722
Sabah,Ranau,primary,male,2017-01-01,547
Sabah,Ranau,primary,male,2018-01-01,555
Sabah,Ranau,primary,male,2019-01-01,557
Sabah,Ranau,primary,male,2020-01-01,561
Sabah,Ranau,primary,male,2021-01-01,548
Sabah,Ranau,primary,male,2022-01-01,538
Sabah,Ranau,secondary,both,2017-01-01,734
Sabah,Ranau,secondary,both,2018-01-01,740
Sabah,Ranau,secondary,both,2019-01-01,728
Sabah,Ranau,secondary,both,2020-01-01,730
Sabah,Ranau,secondary,both,2021-01-01,706
Sabah,Ranau,secondary,both,2022-01-01,719
Sabah,Ranau,secondary,female,2017-01-01,409
Sabah,Ranau,secondary,female,2018-01-01,413
Sabah,Ranau,secondary,female,2019-01-01,407
Sabah,Ranau,secondary,female,2020-01-01,410
Sabah,Ranau,secondary,female,2021-01-01,398
Sabah,Ranau,secondary,female,2022-01-01,409
Sabah,Ranau,secondary,male,2017-01-01,325
Sabah,Ranau,secondary,male,2018-01-01,327
Sabah,Ranau,secondary,male,2019-01-01,321
Sabah,Ranau,secondary,male,2020-01-01,320
Sabah,Ranau,secondary,male,2021-01-01,308
Sabah,Ranau,secondary,male,2022-01-01,310
Sabah,Sandakan,primary,both,2017-01-01,2013
Sabah,Sandakan,primary,both,2018-01-01,2097
Sabah,Sandakan,primary,both,2019-01-01,2060
Sabah,Sandakan,primary,both,2020-01-01,2153
Sabah,Sandakan,primary,both,2021-01-01,2134
Sabah,Sandakan,primary,both,2022-01-01,2085
Sabah,Sandakan,primary,female,2017-01-01,1354
Sabah,Sandakan,primary,female,2018-01-01,1415
Sabah,Sandakan,primary,female,2019-01-01,1379
Sabah,Sandakan,primary,female,2020-01-01,1439
Sabah,Sandakan,primary,female,2021-01-01,1435
Sabah,Sandakan,primary,female,2022-01-01,1385
Sabah,Sandakan,primary,male,2017-01-01,659
Sabah,Sandakan,primary,male,2018-01-01,682
Sabah,Sandakan,primary,male,2019-01-01,681
Sabah,Sandakan,primary,male,2020-01-01,714
Sabah,Sandakan,primary,male,2021-01-01,699
Sabah,Sandakan,primary,male,2022-01-01,700
Sabah,Sandakan,secondary,both,2017-01-01,1433
Sabah,Sandakan,secondary,both,2018-01-01,1481
Sabah,Sandakan,secondary,both,2019-01-01,1491
Sabah,Sandakan,secondary,both,2020-01-01,1488
Sabah,Sandakan,secondary,both,2021-01-01,1450
Sabah,Sandakan,secondary,both,2022-01-01,1476
Sabah,Sandakan,secondary,female,2017-01-01,941
Sabah,Sandakan,secondary,female,2018-01-01,987
Sabah,Sandakan,secondary,female,2019-01-01,986
Sabah,Sandakan,secondary,female,2020-01-01,995
Sabah,Sandakan,secondary,female,2021-01-01,970
Sabah,Sandakan,secondary,female,2022-01-01,999
Sabah,Sandakan,secondary,male,2017-01-01,492
Sabah,Sandakan,secondary,male,2018-01-01,494
Sabah,Sandakan,secondary,male,2019-01-01,505
Sabah,Sandakan,secondary,male,2020-01-01,493
Sabah,Sandakan,secondary,male,2021-01-01,480
Sabah,Sandakan,secondary,male,2022-01-01,477
Sabah,Semporna,primary,both,2017-01-01,1157
Sabah,Semporna,primary,both,2018-01-01,1254
Sabah,Semporna,primary,both,2019-01-01,1237
Sabah,Semporna,primary,both,2020-01-01,1276
Sabah,Semporna,primary,both,2021-01-01,1252
Sabah,Semporna,primary,both,2022-01-01,1247
Sabah,Semporna,primary,female,2017-01-01,558
Sabah,Semporna,primary,female,2018-01-01,652
Sabah,Semporna,primary,female,2019-01-01,649
Sabah,Semporna,primary,female,2020-01-01,685
Sabah,Semporna,primary,female,2021-01-01,680
Sabah,Semporna,primary,female,2022-01-01,691
Sabah,Semporna,primary,male,2017-01-01,599
Sabah,Semporna,primary,male,2018-01-01,602
Sabah,Semporna,primary,male,2019-01-01,588
Sabah,Semporna,primary,male,2020-01-01,591
Sabah,Semporna,primary,male,2021-01-01,572
Sabah,Semporna,primary,male,2022-01-01,556
Sabah,Semporna,secondary,both,2017-01-01,749
Sabah,Semporna,secondary,both,2018-01-01,777
Sabah,Semporna,secondary,both,2019-01-01,772
Sabah,Semporna,secondary,both,2020-01-01,761
Sabah,Semporna,secondary,both,2021-01-01,736
Sabah,Semporna,secondary,both,2022-01-01,779
Sabah,Semporna,secondary,female,2017-01-01,417
Sabah,Semporna,secondary,female,2018-01-01,446
Sabah,Semporna,secondary,female,2019-01-01,449
Sabah,Semporna,secondary,female,2020-01-01,445
Sabah,Semporna,secondary,female,2021-01-01,423
Sabah,Semporna,secondary,female,2022-01-01,456
Sabah,Semporna,secondary,male,2017-01-01,332
Sabah,Semporna,secondary,male,2018-01-01,331
Sabah,Semporna,secondary,male,2019-01-01,323
Sabah,Semporna,secondary,male,2020-01-01,316
Sabah,Semporna,secondary,male,2021-01-01,313
Sabah,Semporna,secondary,male,2022-01-01,323
Sabah,Sipitang,primary,both,2017-01-01,465
Sabah,Sipitang,primary,both,2018-01-01,492
Sabah,Sipitang,primary,both,2019-01-01,479
Sabah,Sipitang,primary,both,2020-01-01,486
Sabah,Sipitang,primary,both,2021-01-01,491
Sabah,Sipitang,primary,both,2022-01-01,479
Sabah,Sipitang,primary,female,2017-01-01,277
Sabah,Sipitang,primary,female,2018-01-01,314
Sabah,Sipitang,primary,female,2019-01-01,309
Sabah,Sipitang,primary,female,2020-01-01,316
Sabah,Sipitang,primary,female,2021-01-01,320
Sabah,Sipitang,primary,female,2022-01-01,318
Sabah,Sipitang,primary,male,2017-01-01,188
Sabah,Sipitang,primary,male,2018-01-01,178
Sabah,Sipitang,primary,male,2019-01-01,170
Sabah,Sipitang,primary,male,2020-01-01,170
Sabah,Sipitang,primary,male,2021-01-01,171
Sabah,Sipitang,primary,male,2022-01-01,161
Sabah,Sipitang,secondary,both,2017-01-01,257
Sabah,Sipitang,secondary,both,2018-01-01,251
Sabah,Sipitang,secondary,both,2019-01-01,246
Sabah,Sipitang,secondary,both,2020-01-01,247
Sabah,Sipitang,secondary,both,2021-01-01,238
Sabah,Sipitang,secondary,both,2022-01-01,248
Sabah,Sipitang,secondary,female,2017-01-01,168
Sabah,Sipitang,secondary,female,2018-01-01,160
Sabah,Sipitang,secondary,female,2019-01-01,154
Sabah,Sipitang,secondary,female,2020-01-01,159
Sabah,Sipitang,secondary,female,2021-01-01,154
Sabah,Sipitang,secondary,female,2022-01-01,161
Sabah,Sipitang,secondary,male,2017-01-01,89
Sabah,Sipitang,secondary,male,2018-01-01,91
Sabah,Sipitang,secondary,male,2019-01-01,92
Sabah,Sipitang,secondary,male,2020-01-01,88
Sabah,Sipitang,secondary,male,2021-01-01,84
Sabah,Sipitang,secondary,male,2022-01-01,87
Sabah,Tambunan,primary,both,2017-01-01,556
Sabah,Tambunan,primary,both,2018-01-01,562
Sabah,Tambunan,primary,both,2019-01-01,558
Sabah,Tambunan,primary,both,2020-01-01,549
Sabah,Tambunan,primary,both,2021-01-01,544
Sabah,Tambunan,primary,both,2022-01-01,535
Sabah,Tambunan,primary,female,2017-01-01,263
Sabah,Tambunan,primary,female,2018-01-01,289
Sabah,Tambunan,primary,female,2019-01-01,292
Sabah,Tambunan,primary,female,2020-01-01,289
Sabah,Tambunan,primary,female,2021-01-01,285
Sabah,Tambunan,primary,female,2022-01-01,286
Sabah,Tambunan,primary,male,2017-01-01,293
Sabah,Tambunan,primary,male,2018-01-01,273
Sabah,Tambunan,primary,male,2019-01-01,266
Sabah,Tambunan,primary,male,2020-01-01,260
Sabah,Tambunan,primary,male,2021-01-01,259
Sabah,Tambunan,primary,male,2022-01-01,249
Sabah,Tambunan,secondary,both,2017-01-01,289
Sabah,Tambunan,secondary,both,2018-01-01,282
Sabah,Tambunan,secondary,both,2019-01-01,279
Sabah,Tambunan,secondary,both,2020-01-01,278
Sabah,Tambunan,secondary,both,2021-01-01,273
Sabah,Tambunan,secondary,both,2022-01-01,282
Sabah,Tambunan,secondary,female,2017-01-01,154
Sabah,Tambunan,secondary,female,2018-01-01,153
Sabah,Tambunan,secondary,female,2019-01-01,148
Sabah,Tambunan,secondary,female,2020-01-01,149
Sabah,Tambunan,secondary,female,2021-01-01,148
Sabah,Tambunan,secondary,female,2022-01-01,158
Sabah,Tambunan,secondary,male,2017-01-01,135
Sabah,Tambunan,secondary,male,2018-01-01,129
Sabah,Tambunan,secondary,male,2019-01-01,131
Sabah,Tambunan,secondary,male,2020-01-01,129
Sabah,Tambunan,secondary,male,2021-01-01,125
Sabah,Tambunan,secondary,male,2022-01-01,124
Sabah,Tawau,primary,both,2017-01-01,2258
Sabah,Tawau,primary,both,2018-01-01,2316
Sabah,Tawau,primary,both,2019-01-01,2275
Sabah,Tawau,primary,both,2020-01-01,2322
