state,district,stage,sex,date,teachers
Selangor,Kuala Langat,secondary,male,2018-01-01,397
Selangor,Kuala Langat,secondary,male,2019-01-01,395
Selangor,Kuala Langat,secondary,male,2020-01-01,378
Selangor,Kuala Langat,secondary,male,2021-01-01,370
Selangor,Kuala Langat,secondary,male,2022-01-01,387
Selangor,Kuala Selangor,primary,both,2017-01-01,2288
Selangor,Kuala Selangor,primary,both,2018-01-01,2351
Selangor,Kuala Selangor,primary,both,2019-01-01,2347
Selangor,Kuala Selangor,primary,both,2020-01-01,2356
Selangor,Kuala Selangor,primary,both,2021-01-01,2317
Selangor,Kuala Selangor,primary,both,2022-01-01,2323
Selangor,Kuala Selangor,primary,female,2017-01-01,1708
Selangor,Kuala Selangor,primary,female,2018-01-01,1798
Selangor,Kuala Selangor,primary,female,2019-01-01,1797
Selangor,Kuala Selangor,primary,female,2020-01-01,1802
Selangor,Kuala Selangor,primary,female,2021-01-01,1772
Selangor,Kuala Selangor,primary,female,2022-01-01,1772
Selangor,Kuala Selangor,primary,male,2017-01-01,580
Selangor,Kuala Selangor,primary,male,2018-01-01,553
Selangor,Kuala Selangor,primary,male,2019-01-01,550
Selangor,Kuala Selangor,primary,male,2020-01-01,554
Selangor,Kuala Selangor,primary,male,2021-01-01,545
Selangor,Kuala Selangor,primary,male,2022-01-01,551
Selangor,Kuala Selangor,secondary,both,2017-01-01,1728
Selangor,Kuala Selangor,secondary,both,2018-01-01,1749
Selangor,Kuala Selangor,secondary,both,2019-01-01,1754
Selangor,Kuala Selangor,secondary,both,2020-01-01,1706
Selangor,Kuala Selangor,secondary,both,2021-01-01,1676
Selangor,Kuala Selangor,secondary,both,2022-01-01,1784
Selangor,Kuala Selangor,secondary,female,2017-01-01,1241
Selangor,Kuala Selangor,secondary,female,2018-01-01,1282
Selangor,Kuala Selangor,secondary,female,2019-01-01,1301
Selangor,Kuala Selangor,secondary,female,2020-01-01,1277
Selangor,Kuala Selangor,secondary,female,2021-01-01,1265
Selangor,Kuala Selangor,secondary,female,2022-01-01,1364
Selangor,Kuala Selangor,secondary,male,2017-01-01,487
Selangor,Kuala Selangor,secondary,male,2018-01-01,467
Selangor,Kuala Selangor,secondary,male,2019-01-01,453
Selangor,Kuala Selangor,secondary,male,2020-01-01,429
Selangor,Kuala Selangor,secondary,male,2021-01-01,411
Selangor,Kuala Selangor,secondary,male,2022-01-01,420
Selangor,Petaling,primary,both,2017-01-01,8795
Selangor,Petaling,primary,both,2018-01-01,9251
Selangor,Petaling,primary,both,2019-01-01,9025
Selangor,Petaling,primary,both,2020-01-01,9295
Selangor,Petaling,primary,both,2021-01-01,9344
Selangor,Petaling,primary,both,2022-01-01,9235
Selangor,Petaling,primary,female,2017-01-01,4869
Selangor,Petaling,primary,female,2017-01-01,2114
Selangor,Petaling,primary,female,2018-01-01,2155
Selangor,Petaling,primary,female,2018-01-01,5146
Selangor,Petaling,primary,female,2019-01-01,2096
Selangor,Petaling,primary,female,2019-01-01,5011
Selangor,Petaling,primary,female,2020-01-01,2137
Selangor,Petaling,primary,female,2020-01-01,5101
Selangor,Petaling,primary,female,2021-01-01,7259
Selangor,Petaling,primary,female,2022-01-01,7166
Selangor,Petaling,primary,male,2017-01-01,1119
Selangor,Petaling,primary,male,2017-01-01,693
Selangor,Petaling,primary,male,2018-01-01,722
Selangor,Petaling,primary,male,2018-01-01,1228
Selangor,Petaling,primary,male,2019-01-01,705
Selangor,Petaling,primary,male,2019-01-01,1213
Selangor,Petaling,primary,male,2020-01-01,765
Selangor,Petaling,primary,male,2020-01-01,1292
Selangor,Petaling,primary,male,2021-01-01,2085
Selangor,Petaling,primary,male,2022-01-01,2069
Selangor,Petaling,secondary,both,2017-01-01,7000
Selangor,Petaling,secondary,both,2018-01-01,7080
Selangor,Petaling,secondary,both,2019-01-01,7014
Selangor,Petaling,secondary,both,2020-01-01,6923
Selangor,Petaling,secondary,both,2021-01-01,6806
Selangor,Petaling,secondary,both,2022-01-01,7144
Selangor,Petaling,secondary,female,2017-01-01,4173
Selangor,Petaling,secondary,female,2017-01-01,1869
Selangor,Petaling,secondary,female,2018-01-01,1854
Selangor,Petaling,secondary,female,2018-01-01,4220
Selangor,Petaling,secondary,female,2019-01-01,1780
Selangor,Petaling,secondary,female,2019-01-01,4213
Selangor,Petaling,secondary,female,2020-01-01,1754
Selangor,Petaling,secondary,female,2020-01-01,4146
Selangor,Petaling,secondary,female,2021-01-01,5791
Selangor,Petaling,secondary,female,2022-01-01,6004
Selangor,Petaling,secondary,male,2017-01-01,592
Selangor,Petaling,secondary,male,2017-01-01,366
Selangor,Petaling,secondary,male,2018-01-01,377
Selangor,Petaling,secondary,male,2018-01-01,629
Selangor,Petaling,secondary,male,2019-01-01,392
Selangor,Petaling,secondary,male,2019-01-01,629
Selangor,Petaling,secondary,male,2020-01-01,392
Selangor,Petaling,secondary,male,2020-01-01,631
Selangor,Petaling,secondary,male,2021-01-01,1015
Selangor,Petaling,secondary,male,2022-01-01,1140
Selangor,Sabak Bernam,primary,both,2017-01-01,1267
Selangor,Sabak Bernam,primary,both,2018-01-01,1231
Selangor,Sabak Bernam,primary,both,2019-01-01,1201
Selangor,Sabak Bernam,primary,both,2020-01-01,1175
Selangor,Sabak Bernam,primary,both,2021-01-01,1142
Selangor,Sabak Bernam,primary,both,2022-01-01,1138
Selangor,Sabak Bernam,primary,female,2017-01-01,812
Selangor,Sabak Bernam,primary,female,2018-01-01,813
Selangor,Sabak Bernam,primary,female,2019-01-01,792
Selangor,Sabak Bernam,primary,female,2020-01-01,784
Selangor,Sabak Bernam,primary,female,2021-01-01,771
Selangor,Sabak Bernam,primary,female,2022-01-01,768
Selangor,Sabak Bernam,primary,male,2017-01-01,455
Selangor,Sabak Bernam,primary,male,2018-01-01,418
Selangor,Sabak Bernam,primary,male,2019-01-01,409
Selangor,Sabak Bernam,primary,male,2020-01-01,391
Selangor,Sabak Bernam,primary,male,2021-01-01,371
Selangor,Sabak Bernam,primary,male,2022-01-01,370
Selangor,Sabak Bernam,secondary,both,2017-01-01,1284
Selangor,Sabak Bernam,secondary,both,2018-01-01,1273
Selangor,Sabak Bernam,secondary,both,2019-01-01,1242
Selangor,Sabak Bernam,secondary,both,2020-01-01,1189
Selangor,Sabak Bernam,secondary,both,2021-01-01,1158
Selangor,Sabak Bernam,secondary,both,2022-01-01,1195
Selangor,Sabak Bernam,secondary,female,2017-01-01,761
Selangor,Sabak Bernam,secondary,female,2018-01-01,771
Selangor,Sabak Bernam,secondary,female,2019-01-01,750
Selangor,Sabak Bernam,secondary,female,2020-01-01,728
Selangor,Sabak Bernam,secondary,female,2021-01-01,717
Selangor,Sabak Bernam,secondary,female,2022-01-01,748
Selangor,Sabak Bernam,secondary,male,2017-01-01,523
Selangor,Sabak Bernam,secondary,male,2018-01-01,502
Selangor,Sabak Bernam,secondary,male,2019-01-01,492
Selangor,Sabak Bernam,secondary,male,2020-01-01,461
Selangor,Sabak Bernam,secondary,male,2021-01-01,441
Selangor,Sabak Bernam,secondary,male,2022-01-01,447
Selangor,Sepang,primary,both,2017-01-01,1626
Selangor,Sepang,primary,both,2018-01-01,1720
Selangor,Sepang,primary,both,2019-01-01,1746
Selangor,Sepang,primary,both,2020-01-01,1792
Selangor,Sepang,primary,both,2021-01-01,1850
Selangor,Sepang,primary,both,2022-01-01,1911
Selangor,Sepang,primary,female,2017-01-01,1321
Selangor,Sepang,primary,female,2018-01-01,1405
Selangor,Sepang,primary,female,2019-01-01,1414
Selangor,Sepang,primary,female,2020-01-01,1443
Selangor,Sepang,primary,female,2021-01-01,1492
Selangor,Sepang,primary,female,2022-01-01,1534
Selangor,Sepang,primary,male,2017-01-01,305
Selangor,Sepang,primary,male,2018-01-01,315
Selangor,Sepang,primary,male,2019-01-01,332
Selangor,Sepang,primary,male,2020-01-01,349
Selangor,Sepang,primary,male,2021-01-01,358
Selangor,Sepang,primary,male,2022-01-01,377
Selangor,Sepang,secondary,both,2017-01-01,1187
Selangor,Sepang,secondary,both,2018-01-01,1236
Selangor,Sepang,secondary,both,2019-01-01,1265
Selangor,Sepang,secondary,both,2020-01-01,1263
Selangor,Sepang,secondary,both,2021-01-01,1258
Selangor,Sepang,secondary,both,2022-01-01,1319
Selangor,Sepang,secondary,female,2017-01-01,998
Selangor,Sepang,secondary,female,2018-01-01,1036
Selangor,Sepang,secondary,female,2019-01-01,1056
Selangor,Sepang,secondary,female,2020-01-01,1055
Selangor,Sepang,secondary,female,2021-01-01,1049
Selangor,Sepang,secondary,female,2022-01-01,1096
Selangor,Sepang,secondary,male,2017-01-01,189
Selangor,Sepang,secondary,male,2018-01-01,200
Selangor,Sepang,secondary,male,2019-01-01,209
Selangor,Sepang,secondary,male,2020-01-01,208
Selangor,Sepang,secondary,male,2021-01-01,209
Selangor,Sepang,secondary,male,2022-01-01,223
Selangor,Ulu Langat,primary,both,2017-01-01,5930
Selangor,Ulu Langat,primary,both,2021-01-01,6192
Selangor,Ulu Langat,primary,both,2022-01-01,6149
Selangor,Ulu Langat,primary,female,2017-01-01,4681
Selangor,Ulu Langat,primary,female,2021-01-01,4875
Selangor,Ulu Langat,primary,female,2022-01-01,4838
Selangor,Ulu Langat,primary,male,2017-01-01,1249
Selangor,Ulu Langat,primary,male,2021-01-01,1317
Selangor,Ulu Langat,primary,male,2022-01-01,1311
Selangor,Ulu Langat,secondary,both,2017-01-01,4660
Selangor,Ulu Langat,secondary,both,2021-01-01,4425
Selangor,Ulu Langat,secondary,both,2022-01-01,4600
Selangor,Ulu Langat,secondary,female,2017-01-01,3993
Selangor,Ulu Langat,secondary,female,2021-01-01,3791
Selangor,Ulu Langat,secondary,female,2022-01-01,3931
Selangor,Ulu Langat,secondary,male,2017-01-01,667
Selangor,Ulu Langat,secondary,male,2021-01-01,634
Selangor,Ulu Langat,secondary,male,2022-01-01,669
Selangor,Ulu Selangor,primary,both,2017-01-01,1887
Selangor,Ulu Selangor,primary,both,2021-01-01,1930
Selangor,Ulu Selangor,primary,both,2022-01-01,1913
Selangor,Ulu Selangor,primary,female,2017-01-01,1418
Selangor,Ulu Selangor,primary,female,2021-01-01,1472
Selangor,Ulu Selangor,primary,female,2022-01-01,1473
Selangor,Ulu Selangor,primary,male,2017-01-01,469
Selangor,Ulu Selangor,primary,male,2021-01-01,458
Selangor,Ulu Selangor,primary,male,2022-01-01,440
Selangor,Ulu Selangor,secondary,both,2017-01-01,1381
Selangor,Ulu Selangor,secondary,both,2021-01-01,1324
Selangor,Ulu Selangor,secondary,both,2022-01-01,1361
Selangor,Ulu Selangor,secondary,female,2017-01-01,1095
Selangor,Ulu Selangor,secondary,female,2021-01-01,1067
Selangor,Ulu Selangor,secondary,female,2022-01-01,1092
Selangor,Ulu Selangor,secondary,male,2017-01-01,286
Selangor,Ulu Selangor,secondary,male,2021-01-01,257
Selangor,Ulu Selangor,secondary,male,2022-01-01,269
Terengganu,All Districts,primary,both,2017-01-01,11569
Terengganu,All Districts,primary,both,2018-01-01,12002
Terengganu,All Districts,primary,both,2019-01-01,11964
Terengganu,All Districts,primary,both,2020-01-01,11961
Terengganu,All Districts,primary,both,2021-01-01,11732
Terengganu,All Districts,primary,both,2022-01-01,11968
Terengganu,All Districts,primary,female,2017-01-01,7821
Terengganu,All Districts,primary,female,2018-01-01,8297
Terengganu,All Districts,primary,female,2019-01-01,8278
Terengganu,All Districts,primary,female,2020-01-01,8266
Terengganu,All Districts,primary,female,2021-01-01,8119
Terengganu,All Districts,primary,female,2022-01-01,8244
Terengganu,All Districts,primary,male,2017-01-01,3748
Terengganu,All Districts,primary,male,2018-01-01,3705
Terengganu,All Districts,primary,male,2019-01-01,3686
Terengganu,All Districts,primary,male,2020-01-01,3695
Terengganu,All Districts,primary,male,2021-01-01,3613
Terengganu,All Districts,primary,male,2022-01-01,3724
Terengganu,All Districts,secondary,both,2017-01-01,10245
Terengganu,All Districts,secondary,both,2018-01-01,10438
Terengganu,All Districts,secondary,both,2019-01-01,10420
Terengganu,All Districts,secondary,both,2020-01-01,10385
Terengganu,All Districts,secondary,both,2021-01-01,10161
Terengganu,All Districts,secondary,both,2022-01-01,10468
Terengganu,All Districts,secondary,female,2017-01-01,7006
Terengganu,All Districts,secondary,female,2018-01-01,7218
Terengganu,All Districts,secondary,female,2019-01-01,7253
Terengganu,All Districts,secondary,female,2020-01-01,7290
Terengganu,All Districts,secondary,female,2021-01-01,7177
Terengganu,All Districts,secondary,female,2022-01-01,7494
Terengganu,All Districts,secondary,male,2017-01-01,3239
Terengganu,All Districts,secondary,male,2018-01-01,3220
Terengganu,All Districts,secondary,male,2019-01-01,3167
Terengganu,All Districts,secondary,male,2020-01-01,3095
Terengganu,All Districts,secondary,male,2021-01-01,2984
Terengganu,All Districts,secondary,male,2022-01-01,2974
Terengganu,Besut,primary,both,2017-01-01,1815
Terengganu,Besut,primary,both,2018-01-01,1878
Terengganu,Besut,primary,both,2019-01-01,1855
Terengganu,Besut,primary,both,2020-01-01,1867
Terengganu,Besut,primary,both,2021-01-01,1815
Terengganu,Besut,primary,both,2022-01-01,1829
Terengganu,Besut,primary,female,2017-01-01,1207
Terengganu,Besut,primary,female,2018-01-01,1271
Terengganu,Besut,primary,female,2019-01-01,1260
Terengganu,Besut,primary,female,2020-01-01,1261
Terengganu,Besut,primary,female,2021-01-01,1231
Terengganu,Besut,primary,female,2022-01-01,1235
Terengganu,Besut,primary,male,2017-01-01,608
Terengganu,Besut,primary,male,2018-01-01,607
Terengganu,Besut,primary,male,2019-01-01,595
Terengganu,Besut,primary,male,2020-01-01,606
Terengganu,Besut,primary,male,2021-01-01,584
Terengganu,Besut,primary,male,2022-01-01,594
Terengganu,Besut,secondary,both,2017-01-01,1585
Terengganu,Besut,secondary,both,2018-01-01,1650
Terengganu,Besut,secondary,both,2019-01-01,1643
Terengganu,Besut,secondary,both,2020-01-01,1640
Terengganu,Besut,secondary,both,2021-01-01,1615
Terengganu,Besut,secondary,both,2022-01-01,1674
Terengganu,Besut,secondary,female,2017-01-01,987
Terengganu,Besut,secondary,female,2018-01-01,1041
Terengganu,Besut,secondary,female,2019-01-01,1043
Terengganu,Besut,secondary,female,2020-01-01,1050
Terengganu,Besut,secondary,female,2021-01-01,1041
Terengganu,Besut,secondary,female,2022-01-01,1108
Terengganu,Besut,secondary,male,2017-01-01,598
Terengganu,Besut,secondary,male,2018-01-01,609
Terengganu,Besut,secondary,male,2019-01-01,600
Terengganu,Besut,secondary,male,2020-01-01,590
Terengganu,Besut,secondary,male,2021-01-01,574
Terengganu,Besut,secondary,male,2022-01-01,566
Terengganu,Dungun,primary,both,2017-01-01,1551
Terengganu,Dungun,primary,both,2018-01-01,1612
Terengganu,Dungun,primary,both,2019-01-01,1615
Terengganu,Dungun,primary,both,2020-01-01,1608
Terengganu,Dungun,primary,both,2021-01-01,1592
Terengganu,Dungun,primary,both,2022-01-01,1617
Terengganu,Dungun,primary,female,2017-01-01,1078
Terengganu,Dungun,primary,female,2018-01-01,1140
Terengganu,Dungun,primary,female,2019-01-01,1137
Terengganu,Dungun,primary,female,2020-01-01,1146
Terengganu,Dungun,primary,female,2021-01-01,1136
Terengganu,Dungun,primary,female,2022-01-01,1146
Terengganu,Dungun,primary,male,2017-01-01,473
Terengganu,Dungun,primary,male,2018-01-01,472
Terengganu,Dungun,primary,male,2019-01-01,478
Terengganu,Dungun,primary,male,2020-01-01,462
Terengganu,Dungun,primary,male,2021-01-01,456
Terengganu,Dungun,primary,male,2022-01-01,471
Terengganu,Dungun,secondary,both,2017-01-01,1317
Terengganu,Dungun,secondary,both,2018-01-01,1329
Terengganu,Dungun,secondary,both,2019-01-01,1343
Terengganu,Dungun,secondary,both,2020-01-01,1326
Terengganu,Dungun,secondary,both,2021-01-01,1289
Terengganu,Dungun,secondary,both,2022-01-01,1348
Terengganu,Dungun,secondary,female,2017-01-01,972
Terengganu,Dungun,secondary,female,2018-01-01,984
Terengganu,Dungun,secondary,female,2019-01-01,997
Terengganu,Dungun,secondary,female,2020-01-01,993
Terengganu,Dungun,secondary,female,2021-01-01,978
Terengganu,Dungun,secondary,female,2022-01-01,1025
Terengganu,Dungun,secondary,male,2017-01-01,345
Terengganu,Dungun,secondary,male,2018-01-01,345
Terengganu,Dungun,secondary,male,2019-01-01,346
Terengganu,Dungun,secondary,male,2020-01-01,333
Terengganu,Dungun,secondary,male,2021-01-01,311
Terengganu,Dungun,secondary,male,2022-01-01,323
Terengganu,Hulu Terengganu,primary,both,2017-01-01,994
Terengganu,Hulu Terengganu,primary,both,2018-01-01,1030
Terengganu,Hulu Terengganu,primary,both,2019-01-01,1039
Terengganu,Hulu Terengganu,primary,both,2020-01-01,1037
Terengganu,Hulu Terengganu,primary,both,2021-01-01,1018
Terengganu,Hulu Terengganu,primary,both,2022-01-01,1050
Terengganu,Hulu Terengganu,primary,female,2017-01-01,614
Terengganu,Hulu Terengganu,primary,female,2018-01-01,660
Terengganu,Hulu Terengganu,primary,female,2019-01-01,669
Terengganu,Hulu Terengganu,primary,female,2020-01-01,665
Terengganu,Hulu Terengganu,primary,female,2021-01-01,656
Terengganu,Hulu Terengganu,primary,female,2022-01-01,677
Terengganu,Hulu Terengganu,primary,male,2017-01-01,380
Terengganu,Hulu Terengganu,primary,male,2018-01-01,370
Terengganu,Hulu Terengganu,primary,male,2019-01-01,370
Terengganu,Hulu Terengganu,primary,male,2020-01-01,372
Terengganu,Hulu Terengganu,primary,male,2021-01-01,362
Terengganu,Hulu Terengganu,primary,male,2022-01-01,373
Terengganu,Hulu Terengganu,secondary,both,2017-01-01,826
Terengganu,Hulu Terengganu,secondary,both,2018-01-01,833
Terengganu,Hulu Terengganu,secondary,both,2019-01-01,821
Terengganu,Hulu Terengganu,secondary,both,2020-01-01,826
Terengganu,Hulu Terengganu,secondary,both,2021-01-01,815
Terengganu,Hulu Terengganu,secondary,both,2022-01-01,872
Terengganu,Hulu Terengganu,secondary,female,2017-01-01,534
Terengganu,Hulu Terengganu,secondary,female,2018-01-01,554
Terengganu,Hulu Terengganu,secondary,female,2019-01-01,550
Terengganu,Hulu Terengganu,secondary,female,2020-01-01,557
Terengganu,Hulu Terengganu,secondary,female,2021-01-01,555
Terengganu,Hulu Terengganu,secondary,female,2022-01-01,600
Terengganu,Hulu Terengganu,secondary,male,2017-01-01,292
Terengganu,Hulu Terengganu,secondary,male,2018-01-01,279
Terengganu,Hulu Terengganu,secondary,male,2019-01-01,271
Terengganu,Hulu Terengganu,secondary,male,2020-01-01,269
Terengganu,Hulu Terengganu,secondary,male,2021-01-01,260
Terengganu,Hulu Terengganu,secondary,male,2022-01-01,272
Terengganu,Kemaman,primary,both,2017-01-01,1818
Terengganu,Kemaman,primary,both,2018-01-01,1910
Terengganu,Kemaman,primary,both,2019-01-01,1914
Terengganu,Kemaman,primary,both,2020-01-01,1932
Terengganu,Kemaman,primary,both,2021-01-01,1920
Terengganu,Kemaman,primary,both,2022-01-01,1959
Terengganu,Kemaman,primary,female,2017-01-01,1313
Terengganu,Kemaman,primary,female,2018-01-01,1403
Terengganu,Kemaman,primary,female,2019-01-01,1409
Terengganu,Kemaman,primary,female,2020-01-01,1421
Terengganu,Kemaman,primary,female,2021-01-01,1410
Terengganu,Kemaman,primary,female,2022-01-01,1424
Terengganu,Kemaman,primary,male,2017-01-01,505
Terengganu,Kemaman,primary,male,2018-01-01,507
Terengganu,Kemaman,primary,male,2019-01-01,505
Terengganu,Kemaman,primary,male,2020-01-01,511
Terengganu,Kemaman,primary,male,2021-01-01,510
Terengganu,Kemaman,primary,male,2022-01-01,535
Terengganu,Kemaman,secondary,both,2017-01-01,1500
Terengganu,Kemaman,secondary,both,2018-01-01,1567
Terengganu,Kemaman,secondary,both,2019-01-01,1592
Terengganu,Kemaman,secondary,both,2020-01-01,1584
Terengganu,Kemaman,secondary,both,2021-01-01,1532
Terengganu,Kemaman,secondary,both,2022-01-01,1575
Terengganu,Kemaman,secondary,female,2017-01-01,1133
Terengganu,Kemaman,secondary,female,2018-01-01,1182
Terengganu,Kemaman,secondary,female,2019-01-01,1196
Terengganu,Kemaman,secondary,female,2020-01-01,1202
Terengganu,Kemaman,secondary,female,2021-01-01,1174
Terengganu,Kemaman,secondary,female,2022-01-01,1228
Terengganu,Kemaman,secondary,male,2017-01-01,367
Terengganu,Kemaman,secondary,male,2018-01-01,385
Terengganu,Kemaman,secondary,male,2019-01-01,396
Terengganu,Kemaman,secondary,male,2020-01-01,382
Terengganu,Kemaman,secondary,male,2021-01-01,358
Terengganu,Kemaman,secondary,male,2022-01-01,347
Terengganu,Kuala Nerus,primary,both,2017-01-01,1165
Terengganu,Kuala Nerus,primary,both,2018-01-01,1209
Terengganu,Kuala Nerus,primary,both,2019-01-01,1210
Terengganu,Kuala Nerus,primary,both,2020-01-01,1205
Terengganu,Kuala Nerus,primary,both,2021-01-01,1166
Terengganu,Kuala Nerus,primary,both,2022-01-01,1207
Terengganu,Kuala Nerus,primary,female,2017-01-01,812
Terengganu,Kuala Nerus,primary,female,2018-01-01,871
Terengganu,Kuala Nerus,primary,female,2019-01-01,865
Terengganu,Kuala Nerus,primary,female,2020-01-01,857
Terengganu,Kuala Nerus,primary,female,2021-01-01,823
